source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
12,Unknown-12,4,"[10, 9, 0, 1]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-1']",0.20922845834866166
12,Unknown-12,4,"[10, 9, 0, 2]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-2']",0.2003212133422494
12,Unknown-12,4,"[10, 9, 0, 3]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-3']",0.21527429309207946
12,Unknown-12,4,"[10, 9, 0, 4]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-4']",0.17519236402586102
12,Unknown-12,4,"[10, 9, 0, 5]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-5']",0.19603332539554685
12,Unknown-12,4,"[10, 9, 0, 6]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-6']",0.1771047436632216
12,Unknown-12,4,"[10, 9, 0, 7]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-7']",0.16741123516112566
12,Unknown-12,4,"[10, 9, 0, 8]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-8']",0.19670874997973442
12,Unknown-12,4,"[10, 9, 0, 11]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-11']",0.2063745427876711
12,Unknown-12,4,"[10, 9, 0, 13]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-13']",0.16701703029684722
12,Unknown-12,4,"[10, 9, 0, 14]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-14']",0.1991750206798315
12,Unknown-12,4,"[10, 9, 0, 15]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-15']",0.20517458592075855
12,Unknown-12,4,"[10, 9, 0, 16]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-16']",0.20777832064777613
12,Unknown-12,4,"[10, 9, 0, 17]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-17']",0.20012267935089767
12,Unknown-12,4,"[10, 9, 0, 18]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-18']",0.20363382110372186
12,Unknown-12,4,"[10, 9, 0, 19]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-19']",0.15817200392484665
12,Unknown-12,4,"[10, 9, 0, 20]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-20']",0.19369781855493784
12,Unknown-12,4,"[10, 9, 0, 21]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-21']",0.20555793959647417
12,Unknown-12,4,"[10, 9, 0, 22]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-22']",0.20389371272176504
12,Unknown-12,4,"[10, 9, 0, 23]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-23']",0.20342088118195534
12,Unknown-12,4,"[10, 9, 0, 24]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-24']",0.19325041864067316
12,Unknown-12,4,"[10, 9, 0, 25]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-25']",0.20871280855499208
12,Unknown-12,4,"[10, 9, 0, 26]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-26']",0.2279858123511076
12,Unknown-12,4,"[10, 9, 0, 27]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-27']",0.1893141563050449
12,Unknown-12,4,"[10, 9, 0, 28]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-28']",0.17551960702985525
12,Unknown-12,4,"[10, 9, 0, 29]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-29']",0.2111807856708765
12,Unknown-12,4,"[10, 9, 0, 30]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-30']",0.2096683366689831
12,Unknown-12,4,"[10, 9, 0, 31]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-31']",0.18509771348908544
12,Unknown-12,4,"[10, 9, 0, 32]","['Unknown-10', 'Unknown-9', 'Unknown-0', 'Unknown-32']",0.16995793115347624
