source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,1,[0],['Unknown-0'],0.4291801154613495
all,Unknown-all,1,[1],['Unknown-1'],0.3107351064682007
all,Unknown-all,1,[2],['Unknown-2'],0.35293149948120117
all,Unknown-all,1,[3],['Unknown-3'],0.4700029492378235
all,Unknown-all,1,[4],['Unknown-4'],0.42502593994140625
all,Unknown-all,1,[5],['Unknown-5'],0.4308278560638428
all,Unknown-all,1,[6],['Unknown-6'],0.4844821095466614
all,Unknown-all,1,[7],['Unknown-7'],0.43834784626960754
all,Unknown-all,1,[8],['Unknown-8'],0.4466257095336914
all,Unknown-all,1,[9],['Unknown-9'],0.4254654049873352
all,Unknown-all,1,[10],['Unknown-10'],0.4431402385234833
all,Unknown-all,1,[11],['Unknown-11'],0.2817147970199585
all,Unknown-all,1,[12],['Unknown-12'],0.3841438293457031
all,Unknown-all,1,[13],['Unknown-13'],0.3579077124595642
all,Unknown-all,1,[14],['Unknown-14'],0.30023834109306335
all,Unknown-all,1,[15],['Unknown-15'],0.29837366938591003
all,Unknown-all,1,[16],['Unknown-16'],0.2942073941230774
all,Unknown-all,1,[17],['Unknown-17'],0.5202369689941406
all,Unknown-all,1,[18],['Unknown-18'],0.5631272792816162
all,Unknown-all,1,[19],['Unknown-19'],0.4934135675430298
all,Unknown-all,1,[20],['Unknown-20'],0.5379810333251953
all,Unknown-all,1,[21],['Unknown-21'],0.2871345281600952
all,Unknown-all,1,[22],['Unknown-22'],0.3560187816619873
all,Unknown-all,1,[23],['Unknown-23'],0.3438659608364105
all,Unknown-all,1,[24],['Unknown-24'],0.4731084406375885
all,Unknown-all,1,[25],['Unknown-25'],0.3060539662837982
all,Unknown-all,1,[26],['Unknown-26'],0.2984806001186371
all,Unknown-all,1,[27],['Unknown-27'],0.6158971786499023
all,Unknown-all,1,[28],['Unknown-28'],0.3039453327655792
all,Unknown-all,1,[29],['Unknown-29'],0.2911847233772278
all,Unknown-all,1,[30],['Unknown-30'],0.28766733407974243
all,Unknown-all,1,[31],['Unknown-31'],0.2524217367172241
all,Unknown-all,1,[32],['Unknown-32'],0.35202211141586304
all,Unknown-all,1,[33],['Unknown-33'],0.2829318642616272
all,Unknown-all,1,[34],['Unknown-34'],0.5132759213447571
all,Unknown-all,1,[35],['Unknown-35'],0.38796332478523254
all,Unknown-all,1,[36],['Unknown-36'],0.5538980960845947
all,Unknown-all,1,[37],['Unknown-37'],0.5084550976753235
all,Unknown-all,1,[38],['Unknown-38'],0.3157963156700134
all,Unknown-all,1,[39],['Unknown-39'],0.2987669110298157
all,Unknown-all,1,[40],['Unknown-40'],0.43539077043533325
all,Unknown-all,1,[41],['Unknown-41'],0.3187928795814514
all,Unknown-all,1,[42],['Unknown-42'],0.276547372341156
all,Unknown-all,1,[43],['Unknown-43'],0.2913922965526581
all,Unknown-all,1,[44],['Unknown-44'],0.3428518772125244
all,Unknown-all,1,[45],['Unknown-45'],0.41708385944366455
all,Unknown-all,1,[46],['Unknown-46'],0.5094278454780579
all,Unknown-all,1,[47],['Unknown-47'],0.2815636396408081
all,Unknown-all,1,[48],['Unknown-48'],0.30291980504989624
all,Unknown-all,1,[49],['Unknown-49'],0.4204061031341553
all,Unknown-all,1,[50],['Unknown-50'],0.29750990867614746
all,Unknown-all,1,[51],['Unknown-51'],0.4598890542984009
all,Unknown-all,1,[52],['Unknown-52'],0.5367975831031799
all,Unknown-all,1,[53],['Unknown-53'],0.29072505235671997
all,Unknown-all,1,[54],['Unknown-54'],0.29038357734680176
all,Unknown-all,1,[55],['Unknown-55'],0.6905379295349121
all,Unknown-all,1,[56],['Unknown-56'],0.4077572822570801
all,Unknown-all,1,[57],['Unknown-57'],0.40898430347442627
all,Unknown-all,1,[58],['Unknown-58'],0.5784890055656433
all,Unknown-all,1,[59],['Unknown-59'],0.2914143204689026
all,Unknown-all,1,[60],['Unknown-60'],0.28470340371131897
all,Unknown-all,1,[61],['Unknown-61'],0.296228289604187
