source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,5,"[31, 19, 35, 47, 0]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-0']",0.1370745450258255
all,Unknown-all,5,"[31, 19, 35, 47, 1]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-1']",0.15713879466056824
all,Unknown-all,5,"[31, 19, 35, 47, 2]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-2']",0.15268810093402863
all,Unknown-all,5,"[31, 19, 35, 47, 3]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-3']",0.14781075716018677
all,Unknown-all,5,"[31, 19, 35, 47, 4]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-4']",0.14199571311473846
all,Unknown-all,5,"[31, 19, 35, 47, 5]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-5']",0.13860350847244263
all,Unknown-all,5,"[31, 19, 35, 47, 6]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-6']",0.13905054330825806
all,Unknown-all,5,"[31, 19, 35, 47, 7]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-7']",0.14516288042068481
all,Unknown-all,5,"[31, 19, 35, 47, 8]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-8']",0.13857881724834442
all,Unknown-all,5,"[31, 19, 35, 47, 9]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-9']",0.14998586475849152
all,Unknown-all,5,"[31, 19, 35, 47, 10]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-10']",0.1333213746547699
all,Unknown-all,5,"[31, 19, 35, 47, 11]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-11']",0.15709736943244934
all,Unknown-all,5,"[31, 19, 35, 47, 12]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-12']",0.13715727627277374
all,Unknown-all,5,"[31, 19, 35, 47, 13]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-13']",0.14208202064037323
all,Unknown-all,5,"[31, 19, 35, 47, 14]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-14']",0.15820223093032837
all,Unknown-all,5,"[31, 19, 35, 47, 15]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-15']",0.1573272943496704
all,Unknown-all,5,"[31, 19, 35, 47, 16]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-16']",0.15905675292015076
all,Unknown-all,5,"[31, 19, 35, 47, 17]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-17']",0.17328380048274994
all,Unknown-all,5,"[31, 19, 35, 47, 18]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-18']",0.16640636324882507
all,Unknown-all,5,"[31, 19, 35, 47, 20]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-20']",0.17590747773647308
all,Unknown-all,5,"[31, 19, 35, 47, 21]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-21']",0.15630030632019043
all,Unknown-all,5,"[31, 19, 35, 47, 22]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-22']",0.15432026982307434
all,Unknown-all,5,"[31, 19, 35, 47, 23]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-23']",0.16475433111190796
all,Unknown-all,5,"[31, 19, 35, 47, 24]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-24']",0.15266665816307068
all,Unknown-all,5,"[31, 19, 35, 47, 25]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-25']",0.15782421827316284
all,Unknown-all,5,"[31, 19, 35, 47, 26]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-26']",0.163336843252182
all,Unknown-all,5,"[31, 19, 35, 47, 27]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-27']",0.1526722013950348
all,Unknown-all,5,"[31, 19, 35, 47, 28]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-47', 'Unknown-28']",0.14904935657978058
