source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,3,"[31, 19, 0]","['Unknown-31', 'Unknown-19', 'Unknown-0']",0.1809261441230774
all,Unknown-all,3,"[31, 19, 1]","['Unknown-31', 'Unknown-19', 'Unknown-1']",0.18197029829025269
all,Unknown-all,3,"[31, 19, 2]","['Unknown-31', 'Unknown-19', 'Unknown-2']",0.18608519434928894
all,Unknown-all,3,"[31, 19, 3]","['Unknown-31', 'Unknown-19', 'Unknown-3']",0.197239488363266
all,Unknown-all,3,"[31, 19, 4]","['Unknown-31', 'Unknown-19', 'Unknown-4']",0.19800227880477905
all,Unknown-all,3,"[31, 19, 5]","['Unknown-31', 'Unknown-19', 'Unknown-5']",0.17746663093566895
all,Unknown-all,3,"[31, 19, 6]","['Unknown-31', 'Unknown-19', 'Unknown-6']",0.19127705693244934
all,Unknown-all,3,"[31, 19, 7]","['Unknown-31', 'Unknown-19', 'Unknown-7']",0.20144867897033691
all,Unknown-all,3,"[31, 19, 8]","['Unknown-31', 'Unknown-19', 'Unknown-8']",0.18002142012119293
all,Unknown-all,3,"[31, 19, 9]","['Unknown-31', 'Unknown-19', 'Unknown-9']",0.20124919712543488
all,Unknown-all,3,"[31, 19, 10]","['Unknown-31', 'Unknown-19', 'Unknown-10']",0.1782648265361786
all,Unknown-all,3,"[31, 19, 11]","['Unknown-31', 'Unknown-19', 'Unknown-11']",0.17721495032310486
all,Unknown-all,3,"[31, 19, 12]","['Unknown-31', 'Unknown-19', 'Unknown-12']",0.17204272747039795
all,Unknown-all,3,"[31, 19, 13]","['Unknown-31', 'Unknown-19', 'Unknown-13']",0.17829248309135437
all,Unknown-all,3,"[31, 19, 14]","['Unknown-31', 'Unknown-19', 'Unknown-14']",0.19038161635398865
all,Unknown-all,3,"[31, 19, 15]","['Unknown-31', 'Unknown-19', 'Unknown-15']",0.18992513418197632
all,Unknown-all,3,"[31, 19, 16]","['Unknown-31', 'Unknown-19', 'Unknown-16']",0.17835107445716858
all,Unknown-all,3,"[31, 19, 17]","['Unknown-31', 'Unknown-19', 'Unknown-17']",0.29793640971183777
all,Unknown-all,3,"[31, 19, 18]","['Unknown-31', 'Unknown-19', 'Unknown-18']",0.2962435483932495
all,Unknown-all,3,"[31, 19, 20]","['Unknown-31', 'Unknown-19', 'Unknown-20']",0.29440027475357056
all,Unknown-all,3,"[31, 19, 21]","['Unknown-31', 'Unknown-19', 'Unknown-21']",0.1837201714515686
all,Unknown-all,3,"[31, 19, 22]","['Unknown-31', 'Unknown-19', 'Unknown-22']",0.1862834393978119
