source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,5,"[30, 24, 33, 0, 1]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-1']",0.11079658567905426
all,Unknown-all,5,"[30, 24, 33, 0, 2]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-2']",0.11220315098762512
all,Unknown-all,5,"[30, 24, 33, 0, 3]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-3']",0.11479964852333069
all,Unknown-all,5,"[30, 24, 33, 0, 4]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-4']",0.11392544209957123
all,Unknown-all,5,"[30, 24, 33, 0, 5]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-5']",0.11141680926084518
all,Unknown-all,5,"[30, 24, 33, 0, 6]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-6']",0.1116921454668045
all,Unknown-all,5,"[30, 24, 33, 0, 7]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-7']",0.11214443296194077
all,Unknown-all,5,"[30, 24, 33, 0, 8]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-8']",0.11025601625442505
all,Unknown-all,5,"[30, 24, 33, 0, 9]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-9']",0.11151517927646637
all,Unknown-all,5,"[30, 24, 33, 0, 10]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-10']",0.1160312220454216
all,Unknown-all,5,"[30, 24, 33, 0, 11]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-11']",0.11233101040124893
all,Unknown-all,5,"[30, 24, 33, 0, 12]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-12']",0.11176108568906784
all,Unknown-all,5,"[30, 24, 33, 0, 13]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-13']",0.11186705529689789
all,Unknown-all,5,"[30, 24, 33, 0, 14]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-14']",0.11138077080249786
all,Unknown-all,5,"[30, 24, 33, 0, 15]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-15']",0.11181360483169556
all,Unknown-all,5,"[30, 24, 33, 0, 16]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-16']",0.11198708415031433
all,Unknown-all,5,"[30, 24, 33, 0, 17]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-17']",0.11726682633161545
all,Unknown-all,5,"[30, 24, 33, 0, 18]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-18']",0.11240433156490326
all,Unknown-all,5,"[30, 24, 33, 0, 19]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-19']",0.11218445748090744
all,Unknown-all,5,"[30, 24, 33, 0, 20]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-20']",0.11177860200405121
all,Unknown-all,5,"[30, 24, 33, 0, 21]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-21']",0.11237283051013947
all,Unknown-all,5,"[30, 24, 33, 0, 22]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-22']",0.11198943853378296
all,Unknown-all,5,"[30, 24, 33, 0, 23]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-23']",0.11111637949943542
all,Unknown-all,5,"[30, 24, 33, 0, 25]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-25']",0.11122316122055054
all,Unknown-all,5,"[30, 24, 33, 0, 26]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-26']",0.11459429562091827
all,Unknown-all,5,"[30, 24, 33, 0, 27]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-27']",0.11159728467464447
all,Unknown-all,5,"[30, 24, 33, 0, 28]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-28']",0.11075699329376221
all,Unknown-all,5,"[30, 24, 33, 0, 29]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-29']",0.11169129610061646
all,Unknown-all,5,"[30, 24, 33, 0, 31]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-31']",0.11193685233592987
all,Unknown-all,5,"[30, 24, 33, 0, 32]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-32']",0.11127611994743347
all,Unknown-all,5,"[30, 24, 33, 0, 34]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-34']",0.11503414064645767
all,Unknown-all,5,"[30, 24, 33, 0, 35]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-35']",0.11188267916440964
all,Unknown-all,5,"[30, 24, 33, 0, 36]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-36']",0.11226055771112442
all,Unknown-all,5,"[30, 24, 33, 0, 37]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-37']",0.11300475895404816
all,Unknown-all,5,"[30, 24, 33, 0, 38]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-38']",0.1115228533744812
all,Unknown-all,5,"[30, 24, 33, 0, 39]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-39']",0.11106641590595245
all,Unknown-all,5,"[30, 24, 33, 0, 40]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-40']",0.11054734885692596
all,Unknown-all,5,"[30, 24, 33, 0, 41]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-41']",0.11120207607746124
all,Unknown-all,5,"[30, 24, 33, 0, 42]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-42']",0.11221561580896378
all,Unknown-all,5,"[30, 24, 33, 0, 43]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-43']",0.11366076022386551
all,Unknown-all,5,"[30, 24, 33, 0, 44]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-44']",0.11177336424589157
all,Unknown-all,5,"[30, 24, 33, 0, 45]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-45']",0.11128008365631104
all,Unknown-all,5,"[30, 24, 33, 0, 46]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-46']",0.11349673569202423
all,Unknown-all,5,"[30, 24, 33, 0, 47]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-47']",0.11244578659534454
all,Unknown-all,5,"[30, 24, 33, 0, 48]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-48']",0.11131590604782104
all,Unknown-all,5,"[30, 24, 33, 0, 49]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-49']",0.11111098527908325
all,Unknown-all,5,"[30, 24, 33, 0, 50]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-50']",0.11093076318502426
all,Unknown-all,5,"[30, 24, 33, 0, 51]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-51']",0.11149916052818298
all,Unknown-all,5,"[30, 24, 33, 0, 52]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-52']",0.11173677444458008
all,Unknown-all,5,"[30, 24, 33, 0, 53]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-53']",0.11137225478887558
all,Unknown-all,5,"[30, 24, 33, 0, 54]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-54']",0.11115825921297073
all,Unknown-all,5,"[30, 24, 33, 0, 55]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-55']",0.11168599128723145
all,Unknown-all,5,"[30, 24, 33, 0, 56]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-56']",0.11178532987833023
all,Unknown-all,5,"[30, 24, 33, 0, 57]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-57']",0.11201710253953934
all,Unknown-all,5,"[30, 24, 33, 0, 58]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-58']",0.11239147186279297
all,Unknown-all,5,"[30, 24, 33, 0, 59]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-59']",0.11326894909143448
all,Unknown-all,5,"[30, 24, 33, 0, 60]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-60']",0.11132495105266571
all,Unknown-all,5,"[30, 24, 33, 0, 61]","['Unknown-30', 'Unknown-24', 'Unknown-33', 'Unknown-0', 'Unknown-61']",0.11131543666124344
