source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,2,"[30, 0]","['Unknown-30', 'Unknown-0']",0.12071743607521057
all,Unknown-all,2,"[30, 1]","['Unknown-30', 'Unknown-1']",0.12103791534900665
all,Unknown-all,2,"[30, 2]","['Unknown-30', 'Unknown-2']",0.12613233923912048
all,Unknown-all,2,"[30, 3]","['Unknown-30', 'Unknown-3']",0.13540636003017426
all,Unknown-all,2,"[30, 4]","['Unknown-30', 'Unknown-4']",0.13019439578056335
all,Unknown-all,2,"[30, 5]","['Unknown-30', 'Unknown-5']",0.12227435410022736
all,Unknown-all,2,"[30, 6]","['Unknown-30', 'Unknown-6']",0.12170858681201935
all,Unknown-all,2,"[30, 7]","['Unknown-30', 'Unknown-7']",0.12279641628265381
all,Unknown-all,2,"[30, 8]","['Unknown-30', 'Unknown-8']",0.12104302644729614
all,Unknown-all,2,"[30, 9]","['Unknown-30', 'Unknown-9']",0.12239313125610352
all,Unknown-all,2,"[30, 10]","['Unknown-30', 'Unknown-10']",0.13473393023014069
all,Unknown-all,2,"[30, 11]","['Unknown-30', 'Unknown-11']",0.12482272833585739
all,Unknown-all,2,"[30, 12]","['Unknown-30', 'Unknown-12']",0.12057097256183624
all,Unknown-all,2,"[30, 13]","['Unknown-30', 'Unknown-13']",0.12307596951723099
all,Unknown-all,2,"[30, 14]","['Unknown-30', 'Unknown-14']",0.12209531664848328
all,Unknown-all,2,"[30, 15]","['Unknown-30', 'Unknown-15']",0.12261930108070374
all,Unknown-all,2,"[30, 16]","['Unknown-30', 'Unknown-16']",0.12472781538963318
all,Unknown-all,2,"[30, 17]","['Unknown-30', 'Unknown-17']",0.14874683320522308
all,Unknown-all,2,"[30, 18]","['Unknown-30', 'Unknown-18']",0.12311676889657974
all,Unknown-all,2,"[30, 19]","['Unknown-30', 'Unknown-19']",0.12396135926246643
all,Unknown-all,2,"[30, 20]","['Unknown-30', 'Unknown-20']",0.1195840835571289
all,Unknown-all,2,"[30, 21]","['Unknown-30', 'Unknown-21']",0.12314166128635406
all,Unknown-all,2,"[30, 22]","['Unknown-30', 'Unknown-22']",0.12247727066278458
all,Unknown-all,2,"[30, 23]","['Unknown-30', 'Unknown-23']",0.12239326536655426
all,Unknown-all,2,"[30, 24]","['Unknown-30', 'Unknown-24']",0.11957982182502747
all,Unknown-all,2,"[30, 25]","['Unknown-30', 'Unknown-25']",0.1203717291355133
all,Unknown-all,2,"[30, 26]","['Unknown-30', 'Unknown-26']",0.13493619859218597
all,Unknown-all,2,"[30, 27]","['Unknown-30', 'Unknown-27']",0.12056340277194977
all,Unknown-all,2,"[30, 28]","['Unknown-30', 'Unknown-28']",0.12318970263004303
all,Unknown-all,2,"[30, 29]","['Unknown-30', 'Unknown-29']",0.12279582768678665
all,Unknown-all,2,"[30, 31]","['Unknown-30', 'Unknown-31']",0.12508100271224976
all,Unknown-all,2,"[30, 32]","['Unknown-30', 'Unknown-32']",0.12012559175491333
all,Unknown-all,2,"[30, 33]","['Unknown-30', 'Unknown-33']",0.12155012786388397
all,Unknown-all,2,"[30, 34]","['Unknown-30', 'Unknown-34']",0.1321481466293335
all,Unknown-all,2,"[30, 35]","['Unknown-30', 'Unknown-35']",0.12317851185798645
all,Unknown-all,2,"[30, 36]","['Unknown-30', 'Unknown-36']",0.12306354939937592
all,Unknown-all,2,"[30, 37]","['Unknown-30', 'Unknown-37']",0.12579095363616943
all,Unknown-all,2,"[30, 38]","['Unknown-30', 'Unknown-38']",0.12128880620002747
all,Unknown-all,2,"[30, 39]","['Unknown-30', 'Unknown-39']",0.12101992964744568
all,Unknown-all,2,"[30, 40]","['Unknown-30', 'Unknown-40']",0.1221897155046463
all,Unknown-all,2,"[30, 41]","['Unknown-30', 'Unknown-41']",0.12087549269199371
all,Unknown-all,2,"[30, 42]","['Unknown-30', 'Unknown-42']",0.12312495708465576
all,Unknown-all,2,"[30, 43]","['Unknown-30', 'Unknown-43']",0.13165858387947083
all,Unknown-all,2,"[30, 44]","['Unknown-30', 'Unknown-44']",0.12304890900850296
