source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
12,Unknown-12,4,"[9, 0, 32, 1]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-1']",0.3376961834728718
12,Unknown-12,4,"[9, 0, 32, 2]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-2']",0.35771345905959606
12,Unknown-12,4,"[9, 0, 32, 3]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-3']",0.3219233537092805
12,Unknown-12,4,"[9, 0, 32, 4]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-4']",0.34440038865432143
12,Unknown-12,4,"[9, 0, 32, 5]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-5']",0.32434770837426186
12,Unknown-12,4,"[9, 0, 32, 6]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-6']",0.3343360386788845
12,Unknown-12,4,"[9, 0, 32, 7]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-7']",0.31026201974600554
12,Unknown-12,4,"[9, 0, 32, 8]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-8']",0.31987773533910513
12,Unknown-12,4,"[9, 0, 32, 10]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-10']",0.3223472973331809
12,Unknown-12,4,"[9, 0, 32, 11]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-11']",0.327198444865644
12,Unknown-12,4,"[9, 0, 32, 13]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-13']",0.31434264592826366
12,Unknown-12,4,"[9, 0, 32, 14]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-14']",0.3398189079016447
12,Unknown-12,4,"[9, 0, 32, 15]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-15']",0.3371961275115609
12,Unknown-12,4,"[9, 0, 32, 16]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-16']",0.3359562652185559
12,Unknown-12,4,"[9, 0, 32, 17]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-17']",0.32860535569489
12,Unknown-12,4,"[9, 0, 32, 18]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-18']",0.3279596767388284
12,Unknown-12,4,"[9, 0, 32, 19]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-19']",0.3277451070025563
12,Unknown-12,4,"[9, 0, 32, 20]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-20']",0.3235122731421143
12,Unknown-12,4,"[9, 0, 32, 21]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-21']",0.3236912228167057
12,Unknown-12,4,"[9, 0, 32, 22]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-22']",0.3509653131477535
12,Unknown-12,4,"[9, 0, 32, 23]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-23']",0.36022797878831625
12,Unknown-12,4,"[9, 0, 32, 24]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-24']",0.34932893607765436
12,Unknown-12,4,"[9, 0, 32, 25]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-25']",0.3471551323309541
12,Unknown-12,4,"[9, 0, 32, 26]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-26']",0.3570932443253696
12,Unknown-12,4,"[9, 0, 32, 27]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-27']",0.3466830849647522
12,Unknown-12,4,"[9, 0, 32, 28]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-28']",0.32047762628644705
12,Unknown-12,4,"[9, 0, 32, 29]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-29']",0.30648716539144516
12,Unknown-12,4,"[9, 0, 32, 30]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-30']",0.3180511174723506
12,Unknown-12,4,"[9, 0, 32, 31]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-31']",0.3509115797933191
12,Unknown-12,4,"[9, 0, 32, 33]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-33']",0.330816188827157
12,Unknown-12,4,"[9, 0, 32, 34]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-34']",0.33842088654637337
12,Unknown-12,4,"[9, 0, 32, 35]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-35']",0.2966839028522372
12,Unknown-12,4,"[9, 0, 32, 36]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-36']",0.3215375947766006
12,Unknown-12,4,"[9, 0, 32, 37]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-37']",0.3401836631819606
12,Unknown-12,4,"[9, 0, 32, 38]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-38']",0.3421426354907453
12,Unknown-12,4,"[9, 0, 32, 39]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-39']",0.35102137783542275
12,Unknown-12,4,"[9, 0, 32, 40]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-40']",0.3429322959855199
12,Unknown-12,4,"[9, 0, 32, 41]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-41']",0.35758292954415083
12,Unknown-12,4,"[9, 0, 32, 42]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-42']",0.3239313829690218
12,Unknown-12,4,"[9, 0, 32, 43]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-43']",0.34767720755189657
12,Unknown-12,4,"[9, 0, 32, 44]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-44']",0.3537263944745064
12,Unknown-12,4,"[9, 0, 32, 45]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-45']",0.309877498075366
12,Unknown-12,4,"[9, 0, 32, 46]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-46']",0.3339526876807213
12,Unknown-12,4,"[9, 0, 32, 47]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-47']",0.32492263056337833
12,Unknown-12,4,"[9, 0, 32, 48]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-48']",0.3401964670047164
12,Unknown-12,4,"[9, 0, 32, 49]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-49']",0.31394817493855953
12,Unknown-12,4,"[9, 0, 32, 50]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-50']",0.3339872006326914
12,Unknown-12,4,"[9, 0, 32, 51]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-51']",0.3264946360141039
12,Unknown-12,4,"[9, 0, 32, 52]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-52']",0.3289457755163312
12,Unknown-12,4,"[9, 0, 32, 53]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-53']",0.31613368075340986
12,Unknown-12,4,"[9, 0, 32, 54]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-54']",0.3257217975333333
12,Unknown-12,4,"[9, 0, 32, 55]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-55']",0.31855620350688696
12,Unknown-12,4,"[9, 0, 32, 56]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-56']",0.3289707163348794
12,Unknown-12,4,"[9, 0, 32, 57]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-57']",0.32119671907275915
12,Unknown-12,4,"[9, 0, 32, 58]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-58']",0.31724526453763247
12,Unknown-12,4,"[9, 0, 32, 59]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-59']",0.33549611177295446
12,Unknown-12,4,"[9, 0, 32, 60]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-60']",0.3264167420566082
12,Unknown-12,4,"[9, 0, 32, 61]","['Unknown-9', 'Unknown-0', 'Unknown-32', 'Unknown-61']",0.3415648713707924
