source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,2,"[57, 0]","['Unknown-57', 'Unknown-0']",0.36947569251060486
all,Unknown-all,2,"[57, 1]","['Unknown-57', 'Unknown-1']",0.33145493268966675
all,Unknown-all,2,"[57, 2]","['Unknown-57', 'Unknown-2']",0.415027916431427
all,Unknown-all,2,"[57, 3]","['Unknown-57', 'Unknown-3']",0.3713732063770294
all,Unknown-all,2,"[57, 4]","['Unknown-57', 'Unknown-4']",0.3572496175765991
all,Unknown-all,2,"[57, 5]","['Unknown-57', 'Unknown-5']",0.3876957595348358
all,Unknown-all,2,"[57, 6]","['Unknown-57', 'Unknown-6']",0.3402605950832367
all,Unknown-all,2,"[57, 7]","['Unknown-57', 'Unknown-7']",0.34560835361480713
all,Unknown-all,2,"[57, 8]","['Unknown-57', 'Unknown-8']",0.3395310044288635
all,Unknown-all,2,"[57, 9]","['Unknown-57', 'Unknown-9']",0.3649877607822418
all,Unknown-all,2,"[57, 10]","['Unknown-57', 'Unknown-10']",0.3530445694923401
all,Unknown-all,2,"[57, 11]","['Unknown-57', 'Unknown-11']",0.32595357298851013
all,Unknown-all,2,"[57, 12]","['Unknown-57', 'Unknown-12']",0.3362092673778534
all,Unknown-all,2,"[57, 13]","['Unknown-57', 'Unknown-13']",0.3723236918449402
all,Unknown-all,2,"[57, 14]","['Unknown-57', 'Unknown-14']",0.36487674713134766
all,Unknown-all,2,"[57, 15]","['Unknown-57', 'Unknown-15']",0.36749690771102905
all,Unknown-all,2,"[57, 16]","['Unknown-57', 'Unknown-16']",0.3597566783428192
all,Unknown-all,2,"[57, 17]","['Unknown-57', 'Unknown-17']",0.36654990911483765
all,Unknown-all,2,"[57, 18]","['Unknown-57', 'Unknown-18']",0.3708594739437103
all,Unknown-all,2,"[57, 19]","['Unknown-57', 'Unknown-19']",0.36512309312820435
all,Unknown-all,2,"[57, 20]","['Unknown-57', 'Unknown-20']",0.32901281118392944
all,Unknown-all,2,"[57, 21]","['Unknown-57', 'Unknown-21']",0.3444230556488037
all,Unknown-all,2,"[57, 22]","['Unknown-57', 'Unknown-22']",0.38465195894241333
all,Unknown-all,2,"[57, 23]","['Unknown-57', 'Unknown-23']",0.3749558925628662
all,Unknown-all,2,"[57, 24]","['Unknown-57', 'Unknown-24']",0.36586785316467285
all,Unknown-all,2,"[57, 25]","['Unknown-57', 'Unknown-25']",0.3470567464828491
all,Unknown-all,2,"[57, 26]","['Unknown-57', 'Unknown-26']",0.37209758162498474
all,Unknown-all,2,"[57, 27]","['Unknown-57', 'Unknown-27']",0.35121458768844604
all,Unknown-all,2,"[57, 28]","['Unknown-57', 'Unknown-28']",0.3406667113304138
all,Unknown-all,2,"[57, 29]","['Unknown-57', 'Unknown-29']",0.3535609245300293
all,Unknown-all,2,"[57, 30]","['Unknown-57', 'Unknown-30']",0.3567277193069458
all,Unknown-all,2,"[57, 31]","['Unknown-57', 'Unknown-31']",0.36890119314193726
all,Unknown-all,2,"[57, 32]","['Unknown-57', 'Unknown-32']",0.344075083732605
all,Unknown-all,2,"[57, 33]","['Unknown-57', 'Unknown-33']",0.33416512608528137
all,Unknown-all,2,"[57, 34]","['Unknown-57', 'Unknown-34']",0.34052538871765137
all,Unknown-all,2,"[57, 35]","['Unknown-57', 'Unknown-35']",0.38110458850860596
all,Unknown-all,2,"[57, 36]","['Unknown-57', 'Unknown-36']",0.37376126646995544
all,Unknown-all,2,"[57, 37]","['Unknown-57', 'Unknown-37']",0.34719279408454895
all,Unknown-all,2,"[57, 38]","['Unknown-57', 'Unknown-38']",0.38616371154785156
all,Unknown-all,2,"[57, 39]","['Unknown-57', 'Unknown-39']",0.34677407145500183
