source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,3,"[42, 20, 0]","['Unknown-42', 'Unknown-20', 'Unknown-0']",0.36128318309783936
all,Unknown-all,3,"[42, 20, 1]","['Unknown-42', 'Unknown-20', 'Unknown-1']",0.3631552755832672
all,Unknown-all,3,"[42, 20, 2]","['Unknown-42', 'Unknown-20', 'Unknown-2']",0.3702636957168579
all,Unknown-all,3,"[42, 20, 3]","['Unknown-42', 'Unknown-20', 'Unknown-3']",0.36299601197242737
all,Unknown-all,3,"[42, 20, 4]","['Unknown-42', 'Unknown-20', 'Unknown-4']",0.3699108362197876
all,Unknown-all,3,"[42, 20, 5]","['Unknown-42', 'Unknown-20', 'Unknown-5']",0.36869075894355774
all,Unknown-all,3,"[42, 20, 6]","['Unknown-42', 'Unknown-20', 'Unknown-6']",0.3611995279788971
all,Unknown-all,3,"[42, 20, 7]","['Unknown-42', 'Unknown-20', 'Unknown-7']",0.3619980216026306
all,Unknown-all,3,"[42, 20, 8]","['Unknown-42', 'Unknown-20', 'Unknown-8']",0.35617947578430176
all,Unknown-all,3,"[42, 20, 9]","['Unknown-42', 'Unknown-20', 'Unknown-9']",0.36475232243537903
all,Unknown-all,3,"[42, 20, 10]","['Unknown-42', 'Unknown-20', 'Unknown-10']",0.3608701825141907
all,Unknown-all,3,"[42, 20, 11]","['Unknown-42', 'Unknown-20', 'Unknown-11']",0.3613513112068176
all,Unknown-all,3,"[42, 20, 12]","['Unknown-42', 'Unknown-20', 'Unknown-12']",0.356220543384552
all,Unknown-all,3,"[42, 20, 13]","['Unknown-42', 'Unknown-20', 'Unknown-13']",0.36874932050704956
all,Unknown-all,3,"[42, 20, 14]","['Unknown-42', 'Unknown-20', 'Unknown-14']",0.3620589077472687
all,Unknown-all,3,"[42, 20, 15]","['Unknown-42', 'Unknown-20', 'Unknown-15']",0.3678535223007202
all,Unknown-all,3,"[42, 20, 16]","['Unknown-42', 'Unknown-20', 'Unknown-16']",0.3630608320236206
all,Unknown-all,3,"[42, 20, 17]","['Unknown-42', 'Unknown-20', 'Unknown-17']",0.3780113458633423
all,Unknown-all,3,"[42, 20, 18]","['Unknown-42', 'Unknown-20', 'Unknown-18']",0.36348864436149597
all,Unknown-all,3,"[42, 20, 19]","['Unknown-42', 'Unknown-20', 'Unknown-19']",0.3741859495639801
all,Unknown-all,3,"[42, 20, 21]","['Unknown-42', 'Unknown-20', 'Unknown-21']",0.3650553822517395
all,Unknown-all,3,"[42, 20, 22]","['Unknown-42', 'Unknown-20', 'Unknown-22']",0.36489564180374146
all,Unknown-all,3,"[42, 20, 23]","['Unknown-42', 'Unknown-20', 'Unknown-23']",0.37001264095306396
all,Unknown-all,3,"[42, 20, 24]","['Unknown-42', 'Unknown-20', 'Unknown-24']",0.36419349908828735
all,Unknown-all,3,"[42, 20, 25]","['Unknown-42', 'Unknown-20', 'Unknown-25']",0.36561691761016846
all,Unknown-all,3,"[42, 20, 26]","['Unknown-42', 'Unknown-20', 'Unknown-26']",0.36576879024505615
all,Unknown-all,3,"[42, 20, 27]","['Unknown-42', 'Unknown-20', 'Unknown-27']",0.36079853773117065
all,Unknown-all,3,"[42, 20, 28]","['Unknown-42', 'Unknown-20', 'Unknown-28']",0.36174535751342773
all,Unknown-all,3,"[42, 20, 29]","['Unknown-42', 'Unknown-20', 'Unknown-29']",0.36567673087120056
all,Unknown-all,3,"[42, 20, 30]","['Unknown-42', 'Unknown-20', 'Unknown-30']",0.3648257851600647
all,Unknown-all,3,"[42, 20, 31]","['Unknown-42', 'Unknown-20', 'Unknown-31']",0.3615228533744812
all,Unknown-all,3,"[42, 20, 32]","['Unknown-42', 'Unknown-20', 'Unknown-32']",0.3606574535369873
all,Unknown-all,3,"[42, 20, 33]","['Unknown-42', 'Unknown-20', 'Unknown-33']",0.36497417092323303
all,Unknown-all,3,"[42, 20, 34]","['Unknown-42', 'Unknown-20', 'Unknown-34']",0.3667804002761841
all,Unknown-all,3,"[42, 20, 35]","['Unknown-42', 'Unknown-20', 'Unknown-35']",0.3673098087310791
all,Unknown-all,3,"[42, 20, 36]","['Unknown-42', 'Unknown-20', 'Unknown-36']",0.37069541215896606
all,Unknown-all,3,"[42, 20, 37]","['Unknown-42', 'Unknown-20', 'Unknown-37']",0.37135857343673706
all,Unknown-all,3,"[42, 20, 38]","['Unknown-42', 'Unknown-20', 'Unknown-38']",0.36798369884490967
all,Unknown-all,3,"[42, 20, 39]","['Unknown-42', 'Unknown-20', 'Unknown-39']",0.36008670926094055
all,Unknown-all,3,"[42, 20, 40]","['Unknown-42', 'Unknown-20', 'Unknown-40']",0.36720436811447144
all,Unknown-all,3,"[42, 20, 41]","['Unknown-42', 'Unknown-20', 'Unknown-41']",0.3638571798801422
all,Unknown-all,3,"[42, 20, 43]","['Unknown-42', 'Unknown-20', 'Unknown-43']",0.36504262685775757
all,Unknown-all,3,"[42, 20, 44]","['Unknown-42', 'Unknown-20', 'Unknown-44']",0.36770111322402954
all,Unknown-all,3,"[42, 20, 45]","['Unknown-42', 'Unknown-20', 'Unknown-45']",0.35794663429260254
all,Unknown-all,3,"[42, 20, 46]","['Unknown-42', 'Unknown-20', 'Unknown-46']",0.36943283677101135
all,Unknown-all,3,"[42, 20, 47]","['Unknown-42', 'Unknown-20', 'Unknown-47']",0.36485397815704346
all,Unknown-all,3,"[42, 20, 48]","['Unknown-42', 'Unknown-20', 'Unknown-48']",0.36707577109336853
all,Unknown-all,3,"[42, 20, 49]","['Unknown-42', 'Unknown-20', 'Unknown-49']",0.3590676784515381
all,Unknown-all,3,"[42, 20, 50]","['Unknown-42', 'Unknown-20', 'Unknown-50']",0.36121243238449097
all,Unknown-all,3,"[42, 20, 51]","['Unknown-42', 'Unknown-20', 'Unknown-51']",0.3646259605884552
all,Unknown-all,3,"[42, 20, 52]","['Unknown-42', 'Unknown-20', 'Unknown-52']",0.36863812804222107
all,Unknown-all,3,"[42, 20, 53]","['Unknown-42', 'Unknown-20', 'Unknown-53']",0.3672299385070801
all,Unknown-all,3,"[42, 20, 54]","['Unknown-42', 'Unknown-20', 'Unknown-54']",0.36648231744766235
all,Unknown-all,3,"[42, 20, 55]","['Unknown-42', 'Unknown-20', 'Unknown-55']",0.36425742506980896
all,Unknown-all,3,"[42, 20, 56]","['Unknown-42', 'Unknown-20', 'Unknown-56']",0.3630184531211853
all,Unknown-all,3,"[42, 20, 57]","['Unknown-42', 'Unknown-20', 'Unknown-57']",0.3643912076950073
all,Unknown-all,3,"[42, 20, 58]","['Unknown-42', 'Unknown-20', 'Unknown-58']",0.3626450002193451
all,Unknown-all,3,"[42, 20, 59]","['Unknown-42', 'Unknown-20', 'Unknown-59']",0.3612118363380432
all,Unknown-all,3,"[42, 20, 60]","['Unknown-42', 'Unknown-20', 'Unknown-60']",0.3605002164840698
all,Unknown-all,3,"[42, 20, 61]","['Unknown-42', 'Unknown-20', 'Unknown-61']",0.3629547357559204
