source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
12,Unknown-12,4,"[10, 0, 18, 1]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-1']",0.5102180074900389
12,Unknown-12,4,"[10, 0, 18, 2]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-2']",0.525209316983819
12,Unknown-12,4,"[10, 0, 18, 3]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-3']",0.5133316125720739
12,Unknown-12,4,"[10, 0, 18, 4]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-4']",0.5235239863395691
12,Unknown-12,4,"[10, 0, 18, 5]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-5']",0.5185817629098892
12,Unknown-12,4,"[10, 0, 18, 6]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-6']",0.5145646966993809
12,Unknown-12,4,"[10, 0, 18, 7]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-7']",0.4987273458391428
12,Unknown-12,4,"[10, 0, 18, 8]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-8']",0.5118097895756364
12,Unknown-12,4,"[10, 0, 18, 9]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-9']",0.49159475322812796
12,Unknown-12,4,"[10, 0, 18, 11]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-11']",0.5178196094930172
12,Unknown-12,4,"[10, 0, 18, 13]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-13']",0.5070414040237665
12,Unknown-12,4,"[10, 0, 18, 14]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-14']",0.5164017655624775
12,Unknown-12,4,"[10, 0, 18, 15]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-15']",0.5259604100137949
12,Unknown-12,4,"[10, 0, 18, 16]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-16']",0.5169669426977634
12,Unknown-12,4,"[10, 0, 18, 17]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-17']",0.5381376128643751
12,Unknown-12,4,"[10, 0, 18, 19]","['Unknown-10', 'Unknown-0', 'Unknown-18', 'Unknown-19']",0.5253683505579829
