source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,5,"[57, 42, 8, 58, 0]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-0']",0.4530298709869385
all,Unknown-all,5,"[57, 42, 8, 58, 1]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-1']",0.44145435094833374
all,Unknown-all,5,"[57, 42, 8, 58, 2]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-2']",0.446634441614151
all,Unknown-all,5,"[57, 42, 8, 58, 3]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-3']",0.4576278030872345
all,Unknown-all,5,"[57, 42, 8, 58, 4]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-4']",0.44571757316589355
all,Unknown-all,5,"[57, 42, 8, 58, 5]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-5']",0.45158109068870544
all,Unknown-all,5,"[57, 42, 8, 58, 6]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-6']",0.4490029215812683
all,Unknown-all,5,"[57, 42, 8, 58, 7]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-7']",0.4489465653896332
all,Unknown-all,5,"[57, 42, 8, 58, 9]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-9']",0.45145124197006226
all,Unknown-all,5,"[57, 42, 8, 58, 10]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-10']",0.44839048385620117
all,Unknown-all,5,"[57, 42, 8, 58, 11]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-11']",0.44080138206481934
all,Unknown-all,5,"[57, 42, 8, 58, 12]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-12']",0.44335731863975525
all,Unknown-all,5,"[57, 42, 8, 58, 13]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-13']",0.4516878128051758
all,Unknown-all,5,"[57, 42, 8, 58, 14]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-14']",0.44259190559387207
all,Unknown-all,5,"[57, 42, 8, 58, 15]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-15']",0.4512830972671509
all,Unknown-all,5,"[57, 42, 8, 58, 16]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-16']",0.44180792570114136
all,Unknown-all,5,"[57, 42, 8, 58, 17]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-17']",0.4524995684623718
all,Unknown-all,5,"[57, 42, 8, 58, 18]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-18']",0.44843459129333496
all,Unknown-all,5,"[57, 42, 8, 58, 19]","['Unknown-57', 'Unknown-42', 'Unknown-8', 'Unknown-58', 'Unknown-19']",0.45418140292167664
