source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,3,"[20, 60, 0]","['Unknown-20', 'Unknown-60', 'Unknown-0']",0.20650187134742737
all,Unknown-all,3,"[20, 60, 1]","['Unknown-20', 'Unknown-60', 'Unknown-1']",0.20976568758487701
all,Unknown-all,3,"[20, 60, 2]","['Unknown-20', 'Unknown-60', 'Unknown-2']",0.2129426896572113
all,Unknown-all,3,"[20, 60, 3]","['Unknown-20', 'Unknown-60', 'Unknown-3']",0.21378585696220398
all,Unknown-all,3,"[20, 60, 4]","['Unknown-20', 'Unknown-60', 'Unknown-4']",0.21525105834007263
all,Unknown-all,3,"[20, 60, 5]","['Unknown-20', 'Unknown-60', 'Unknown-5']",0.21062535047531128
all,Unknown-all,3,"[20, 60, 6]","['Unknown-20', 'Unknown-60', 'Unknown-6']",0.2087940275669098
all,Unknown-all,3,"[20, 60, 7]","['Unknown-20', 'Unknown-60', 'Unknown-7']",0.20977908372879028
all,Unknown-all,3,"[20, 60, 8]","['Unknown-20', 'Unknown-60', 'Unknown-8']",0.20630742609500885
all,Unknown-all,3,"[20, 60, 9]","['Unknown-20', 'Unknown-60', 'Unknown-9']",0.2095322608947754
all,Unknown-all,3,"[20, 60, 10]","['Unknown-20', 'Unknown-60', 'Unknown-10']",0.21355460584163666
all,Unknown-all,3,"[20, 60, 11]","['Unknown-20', 'Unknown-60', 'Unknown-11']",0.2132217139005661
all,Unknown-all,3,"[20, 60, 12]","['Unknown-20', 'Unknown-60', 'Unknown-12']",0.20677050948143005
all,Unknown-all,3,"[20, 60, 13]","['Unknown-20', 'Unknown-60', 'Unknown-13']",0.21187464892864227
all,Unknown-all,3,"[20, 60, 14]","['Unknown-20', 'Unknown-60', 'Unknown-14']",0.2107587307691574
all,Unknown-all,3,"[20, 60, 15]","['Unknown-20', 'Unknown-60', 'Unknown-15']",0.21181237697601318
all,Unknown-all,3,"[20, 60, 16]","['Unknown-20', 'Unknown-60', 'Unknown-16']",0.21184633672237396
all,Unknown-all,3,"[20, 60, 17]","['Unknown-20', 'Unknown-60', 'Unknown-17']",0.22461971640586853
all,Unknown-all,3,"[20, 60, 18]","['Unknown-20', 'Unknown-60', 'Unknown-18']",0.21253657341003418
all,Unknown-all,3,"[20, 60, 19]","['Unknown-20', 'Unknown-60', 'Unknown-19']",0.21308495104312897
all,Unknown-all,3,"[20, 60, 21]","['Unknown-20', 'Unknown-60', 'Unknown-21']",0.21166887879371643
all,Unknown-all,3,"[20, 60, 22]","['Unknown-20', 'Unknown-60', 'Unknown-22']",0.2095763385295868
all,Unknown-all,3,"[20, 60, 23]","['Unknown-20', 'Unknown-60', 'Unknown-23']",0.21243128180503845
all,Unknown-all,3,"[20, 60, 24]","['Unknown-20', 'Unknown-60', 'Unknown-24']",0.20879322290420532
all,Unknown-all,3,"[20, 60, 25]","['Unknown-20', 'Unknown-60', 'Unknown-25']",0.21005889773368835
all,Unknown-all,3,"[20, 60, 26]","['Unknown-20', 'Unknown-60', 'Unknown-26']",0.21797356009483337
all,Unknown-all,3,"[20, 60, 27]","['Unknown-20', 'Unknown-60', 'Unknown-27']",0.20890337228775024
all,Unknown-all,3,"[20, 60, 28]","['Unknown-20', 'Unknown-60', 'Unknown-28']",0.21118177473545074
all,Unknown-all,3,"[20, 60, 29]","['Unknown-20', 'Unknown-60', 'Unknown-29']",0.21123921871185303
all,Unknown-all,3,"[20, 60, 30]","['Unknown-20', 'Unknown-60', 'Unknown-30']",0.21256400644779205
all,Unknown-all,3,"[20, 60, 31]","['Unknown-20', 'Unknown-60', 'Unknown-31']",0.21201422810554504
all,Unknown-all,3,"[20, 60, 32]","['Unknown-20', 'Unknown-60', 'Unknown-32']",0.20920711755752563
all,Unknown-all,3,"[20, 60, 33]","['Unknown-20', 'Unknown-60', 'Unknown-33']",0.21229909360408783
all,Unknown-all,3,"[20, 60, 34]","['Unknown-20', 'Unknown-60', 'Unknown-34']",0.21712401509284973
all,Unknown-all,3,"[20, 60, 35]","['Unknown-20', 'Unknown-60', 'Unknown-35']",0.21188443899154663
all,Unknown-all,3,"[20, 60, 36]","['Unknown-20', 'Unknown-60', 'Unknown-36']",0.21397745609283447
all,Unknown-all,3,"[20, 60, 37]","['Unknown-20', 'Unknown-60', 'Unknown-37']",0.21540392935276031
all,Unknown-all,3,"[20, 60, 38]","['Unknown-20', 'Unknown-60', 'Unknown-38']",0.21051757037639618
all,Unknown-all,3,"[20, 60, 39]","['Unknown-20', 'Unknown-60', 'Unknown-39']",0.20948515832424164
all,Unknown-all,3,"[20, 60, 40]","['Unknown-20', 'Unknown-60', 'Unknown-40']",0.21056199073791504
